TUCASEID,YEAR,CASEID,SERIAL,REGION,STATEFIP,FAMINCOME,HOUSETYPE,PERNUM,LINENO,WT06,AGE,SEX,RACE,MARST,CITIZEN,GENHEALTH,HEIGHT,WEIGHT,BMI,EDUC,EDUCYRS,EMPSTAT,MULTJOBS,DIFFEYE,DIFFHEAR,DIFFMOB,DIFFPHYS,DIFFREM,Caring,CaringNonHouseHold,ConsumerPuchases,EatingDrinking,Education,GovernmentServicesCivicDuties,HouseActivities,HouseholdServices,Personal_Care,ProfessionalPersonalCareServices,ReligionSpiritualActivities,SocializingAndLesiure,SportsExercisRecreation,Telephone,Traveling,Volunteering,Working
,2022,20221009220585,6307,South,Florida,"$50,000 to $59,999","House, apartment, flat",1,1,3388215,80,Female,White only,Widowed,"Native, born in United States",Fair,64,130,22.3,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,Has mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,30,0,0,125,0,655,0,30,360,0,60,0,0,0
,2022,20221009220587,6308,West,California,"$100,000 to $149,999","House, apartment, flat",1,1,13435389,50,Female,White only,Married - spouse present,"Native, born in United States",Good,66,146,23.6,Associate degree - occupational vocational,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,135,0,520,0,0,90,0,0,80,0,555
,2022,20221009220599,6309,South,Texas,"$7,500 to $9,999","House, apartment, flat",1,1,14498728,50,Male,White only,Separated,"Foreign born, not a U.S. citizen",Good,56,160,35.9,9th grade,Ninth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,105,0,0,180,0,435,0,330,345,0,0,45,0,0
,2022,20221009220603,6310,West,California,"$150,000 and over","House, apartment, flat",1,1,11347464,36,Male,White only,Married - spouse present,"Native, born in United States",Good,70,165,23.7,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,210,0,0,120,0,585,0,0,60,0,0,30,0,435
,2022,20221009220615,6311,South,Mississippi,"$25,000 to $29,999","House, apartment, flat",1,1,8644280,79,Female,Black only,Married - spouse present,"Native, born in United States",Good,66,179,28.9,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,15,30,0,0,70,0,780,0,360,90,0,0,95,0,0
,2022,20221009220617,6312,South,Virginia,"$40,000 to $49,999","House, apartment, flat",1,1,3816798,69,Female,White only,Never married,"Native, born in United States",Excellent,61,172,32.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,10,0,30,0,0,182,0,420,0,60,434,0,0,120,184,0
,2022,20221009220633,6313,West,California,"$30,000 to $34,999","House, apartment, flat",1,1,2081815,41,Female,White only,Never married,"Native, born in United States",Good,62,217,39.7,Some college but no degree,College--four years,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,15,65,0,0,100,0,650,0,0,570,0,0,40,0,0
,2022,20221009220647,6314,South,South Carolina,"$60,000 to $74,999","House, apartment, flat",1,1,5445696,72,Female,White only,Married - spouse present,"Native, born in United States",Good,61,117,22.1,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,110,90,120,0,165,0,630,0,0,225,45,0,55,0,0
,2022,20221009220651,6315,Midwest,Michigan,"$150,000 and over","House, apartment, flat",1,1,13398135,56,Male,Asian only,Married - spouse present,"Foreign born, U.S. citizen by naturalization",Very good,67,187,29.3,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,30,0,420,0,0,60,105,30,12,0,663
,2022,20221009220654,6316,South,Alabama,"$75,000 to $99,999","House, apartment, flat",1,1,3578491,51,Female,White only,Married - spouse present,"Native, born in United States",Good,66,180,29,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,300,0,39,0,0,223,0,270,0,60,548,0,0,0,0,0
,2022,20221009220659,6317,West,California,"$100,000 to $149,999","House, apartment, flat",1,1,13353887,34,Female,Black only,Never married,"Native, born in United States",Excellent,62,180,32.9,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,180,20,0,0,450,0,360,0,0,350,0,0,80,0,0
,2022,20221009220660,6318,Midwest,Illinois,"$150,000 and over","House, apartment, flat",1,1,7652269,39,Female,Black only,Never married,"Native, born in United States",Good,68,275,41.8,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,90,0,625,0,0,155,0,200,40,0,270
,2022,20221009220661,6319,Northeast,New Jersey,"$100,000 to $149,999","House, apartment, flat",1,1,30002259,44,Female,White only,Married - spouse present,"Native, born in United States",Good,68,145,22,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,90,0,0,0,0,595,0,0,110,0,0,70,0,575
,2022,20221009220671,6320,West,California,"$25,000 to $29,999","House, apartment, flat",1,1,13882042,78,Male,White only,Widowed,"Native, born in United States",Good,71,180,25.1,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,75,195,0,0,120,0,540,0,0,440,0,0,70,0,0
,2022,20221009220679,6321,West,California,"$150,000 and over","House, apartment, flat",1,1,7344395,32,Female,Asian only,Married - spouse present,"Native, born abroad of American parent or parents",Excellent,63,110,19.5,"Professional school degree (MD, DDS, DVM, etc.)",Professional degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,378,0,30,158,0,0,90,0,520,85,0,55,30,0,94,0,0
,2022,20221009220680,6322,Midwest,South Dakota,"$100,000 to $149,999","House, apartment, flat",1,1,3051297,85,Male,White only,Widowed,"Native, born in United States",Very good,69,225,33.2,Some college but no degree,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,90,0,0,45,0,750,0,60,415,0,0,50,0,0
,2022,20221009220684,6323,Northeast,Massachusetts,"$20,000 to $24,999","House, apartment, flat",1,1,7136371,76,Male,White only,Married - spouse present,"Native, born in United States",Very good,67,168,26.3,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,75,0,0,277,45,465,0,0,578,0,0,0,0,0
,2022,20221009220690,6324,Midwest,Iowa,"$100,000 to $149,999","House, apartment, flat",1,1,5336979,31,Female,White only,Married - spouse present,"Native, born in United States",Good,70,140,20.1,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,160,0,5,65,0,0,470,0,590,0,0,80,0,0,70,0,0
,2022,20221009220702,6325,Midwest,Michigan,"$100,000 to $149,999","House, apartment, flat",1,1,15713768,63,Female,White only,Married - spouse present,"Native, born in United States",Very good,64,159,27.3,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,93,85,60,0,0,215,0,345,0,0,415,35,70,122,0,0
,2022,20221009220706,6326,Northeast,Massachusetts,"$150,000 and over","House, apartment, flat",1,1,36237901,17,Female,White only,Never married,"Native, born abroad of American parent or parents",Good,65,130,21.6,10th grade,Tenth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,2,0,0,70,380,0,80,0,683,0,0,42,0,135,41,0,0
,2022,20221009220710,6327,South,Arkansas,"$100,000 to $149,999","House, apartment, flat",1,1,9238920,41,Female,White only,Married - spouse present,"Native, born in United States",Good,64,135,23.2,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,107,0,5,35,0,0,40,0,598,0,0,30,0,0,70,100,455
,2022,20221009220711,6328,Northeast,New York,"$75,000 to $99,999","House, apartment, flat",1,1,16006401,24,Female,Asian only,Never married,"Foreign born, not a U.S. citizen",Very good,63,132,23.4,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,360,0,0,0,840,0,0,120,0,0,0,0,0
,2022,20221009220716,6329,Midwest,Kansas,"$75,000 to $99,999","House, apartment, flat",1,1,6150150,42,Female,Black-American Indian,Married - spouse present,"Native, born in United States",Very good,65,150,25,Some college but no degree,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,20,0,0,0,0,745,0,0,665,0,0,10,0,0
,2022,20221009220717,6330,Midwest,Illinois,"$150,000 and over","House, apartment, flat",1,1,11486628,32,Male,White only,Married - spouse present,"Native, born in United States",Excellent,70,155,22.2,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,210,0,0,0,0,710,0,0,390,60,0,70,0,0
,2022,20221009220725,6331,South,Tennessee,"$25,000 to $29,999","House, apartment, flat",1,1,4305218,60,Female,White only,Never married,"Native, born in United States",Good,63,113,20,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,5,90,0,0,273,0,380,0,0,97,0,0,70,0,525
,2022,20221009220727,6332,West,California,"$50,000 to $59,999","House, apartment, flat",1,1,13508216,47,Male,White only,Married - spouse present,"Native, born in United States",Very good,69,155,22.9,Some college but no degree,College--three years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,15,90,0,0,120,0,510,0,0,120,150,0,435,0,0
,2022,20221009220729,6333,Northeast,Rhode Island,"$30,000 to $34,999","House, apartment, flat",1,1,3685247,80,Male,White only,Widowed,"Native, born in United States",Fair,70,175,25.1,Some college but no degree,College--one year,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,70,95,0,0,35,0,608,0,30,460,0,0,102,0,0
,2022,20221009220744,6334,South,Oklahoma,"$75,000 to $99,999","House, apartment, flat",1,1,3081779,80,Male,White only,Widowed,"Native, born in United States",Good,69,168,24.8,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,5,90,140,0,0,0,0,635,0,200,175,0,0,195,0,0
,2022,20221009220745,6335,West,California,"$60,000 to $74,999","House, apartment, flat",1,1,8880131,76,Male,White only,Never married,"Native, born in United States",NIU (Not in universe),NIU (Not in universe),9999,999,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,0,0,510,0,0,840,0,0,0,0,0
,2022,20221009220747,6336,Midwest,Ohio,"$100,000 to $149,999","House, apartment, flat",1,1,27272136,43,Male,White only,Never married,"Native, born in United States",Fair,71,220,30.7,10th grade,Tenth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,10,0,0,120,0,890,0,0,420,0,0,0,0,0
,2022,20221009220748,6337,Midwest,Wisconsin,"$150,000 and over","House, apartment, flat",1,1,13632916,26,Female,White only,Never married,"Native, born in United States",Fair,63,260,46.1,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,150,0,0,15,0,0,15,0,575,0,0,635,0,0,50,0,0
,2022,20221009220750,6338,South,Florida,"$12,500 to $14,999","House, apartment, flat",1,1,13326035,63,Male,White only,Married - spouse present,"Native, born in United States",Fair,72,235,31.9,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,40,0,0,217,0,477,0,0,660,0,0,16,0,0
,2022,20221009220754,6339,Midwest,Michigan,"$60,000 to $74,999","House, apartment, flat",1,1,6455193,74,Female,White only,Never married,"Native, born in United States",Fair,65,250,41.6,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),Has vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,230,0,0,116,0,575,0,105,344,0,0,50,0,0
,2022,20221009220755,6340,Midwest,Kansas,"$100,000 to $149,999","House, apartment, flat",1,1,6000976,28,Male,White only,Married - spouse present,"Native, born in United States",Fair,76,170,20.7,Associate degree - occupational vocational,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,35,0,0,180,0,0,375,0,750,0,0,0,90,0,10,0,0
,2022,20221009220759,6341,South,Oklahoma,"$75,000 to $99,999","House, apartment, flat",1,1,8269057,78,Male,White only,Married - spouse present,"Native, born in United States",Excellent,71,183,25.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,45,0,0,0,0,492,0,0,723,105,0,30,0,0
,2022,20221009220764,6342,South,Texas,"$40,000 to $49,999","House, apartment, flat",1,1,34772059,24,Female,White only,Never married,"Native, born in United States",Fair,62,230,42.1,Some college but no degree,College--one year,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,15,15,205,0,0,90,0,500,0,0,150,230,0,235,0,0
,2022,20221009220768,6343,Midwest,Illinois,"$150,000 and over","House, apartment, flat",1,1,67367200,16,Female,White only,Never married,"Native, born in United States",Very good,67,115,18,10th grade,Tenth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,160,0,0,60,0,770,0,0,0,330,0,120,0,0
,2022,20221009220770,6344,Northeast,Pennsylvania,"$12,500 to $14,999","House, apartment, flat",1,1,9047158,73,Female,White only,Divorced,"Native, born in United States",Fair,59,9997,998,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,Has difficulty remembering,0,0,90,30,0,0,230,0,849,0,0,131,0,0,110,0,0
,2022,20221009220775,6345,Northeast,New York,"$75,000 to $99,999","House, apartment, flat",1,1,4669871,61,Female,White only,Divorced,"Native, born in United States",Good,62,170,31.1,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,55,45,0,0,415,0,560,0,0,315,0,20,20,0,0
,2022,20221009220779,6346,Midwest,Minnesota,"$100,000 to $149,999","House, apartment, flat",1,1,6866158,40,Male,White only,Married - spouse present,"Native, born in United States",Very good,77,185,21.9,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,240,0,0,0,0,630,0,120,390,0,0,60,0,0
,2022,20221009220784,6347,Northeast,Pennsylvania,"$75,000 to $99,999","House, apartment, flat",1,1,11879479,42,Female,White only,Married - spouse present,"Native, born in United States",Excellent,72,140,19,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,97,0,10,10,0,0,78,0,555,0,0,168,0,0,80,115,327
,2022,20221009220786,6348,Northeast,Connecticut,"$75,000 to $99,999","House, apartment, flat",1,1,7848249,49,Male,White only,Married - spouse present,"Native, born in United States",Excellent,72,193,26.2,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,50,90,0,0,237,0,598,0,0,414,0,0,51,0,0
,2022,20221009220787,6349,South,Alabama,"$100,000 to $149,999","House, apartment, flat",1,1,18307704,28,Male,White only,Married - spouse present,"Native, born in United States",Good,74,300,38.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,20,0,0,165,0,0,0,0,525,0,0,198,0,0,57,0,475
,2022,20221009220789,6350,South,Maryland,"$75,000 to $99,999","House, apartment, flat",1,1,15527462,47,Male,White only,Married - spouse present,"Native, born in United States",Fair,71,270,37.7,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,100,0,0,45,0,0,138,0,490,0,0,71,0,0,111,0,485
,2022,20221009220793,6351,Northeast,New York,"$100,000 to $149,999","House, apartment, flat",1,1,15913888,37,Female,White only,Married - spouse present,"Native, born in United States",Excellent,60,9994,998,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,Has mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,60,0,0,90,0,660,0,0,0,0,0,240,0,390
,2022,20221009220796,6352,West,California,"$100,000 to $149,999","House, apartment, flat",1,1,15446129,62,Male,White only,Married - spouse present,"Native, born in United States",Very good,77,200,23.7,Some college but no degree,College--two years,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,60,60,0,0,6,0,475,20,0,250,0,0,109,0,460
,2022,20221009220799,6353,South,Tennessee,"$40,000 to $49,999","House, apartment, flat",1,1,6327053,80,Female,White only,Widowed,"Native, born in United States",Fair,62,247,45.2,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,Has mobility limitation,Has physical difficulty,Has difficulty remembering,0,0,0,100,0,0,20,0,405,0,0,915,0,0,0,0,0
,2022,20221009220801,6354,West,Colorado,"$150,000 and over","House, apartment, flat",1,1,17905919,63,Male,White only,Married - spouse present,"Native, born in United States",Good,74,205,26.3,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Unemployed - looking,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,125,65,50,0,340,0,560,0,0,105,60,40,95,0,0
,2022,20221009220804,6355,South,Virginia,"$150,000 and over","House, apartment, flat",1,1,20536613,45,Female,White only,Married - spouse present,"Native, born in United States",Good,64,160,27.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,75,0,0,45,0,505,0,0,125,0,0,120,0,570
,2022,20221009220807,6356,Midwest,Ohio,"$100,000 to $149,999","House, apartment, flat",1,1,18370907,43,Female,White only,Never married,"Native, born in United States",Very good,66,237,38.2,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,6,4,60,0,0,37,0,635,0,0,30,0,0,142,20,506
,2022,20221009220814,6357,South,Georgia,"$20,000 to $24,999","House, apartment, flat",1,1,3375466,71,Female,White only,Married - spouse present,"Native, born in United States",Good,62,105,19.2,Some college but no degree,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,3,0,20,15,0,0,20,0,389,0,0,921,0,0,72,0,0
,2022,20221009220816,6358,South,Texas,"$35,000 to $39,999","House, apartment, flat",1,1,15791950,58,Female,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Fair,65,178,29.6,9th grade,Ninth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,120,150,0,0,300,0,690,0,0,150,0,0,30,0,0
,2022,20221009220820,6359,Northeast,New Jersey,"$60,000 to $74,999","House, apartment, flat",1,1,14602725,31,Male,White only,Never married,"Native, born in United States",Very good,Refused,9996,998,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,50,0,0,25,0,605,0,0,240,30,0,10,0,480
,2022,20221009220826,6360,Northeast,Pennsylvania,"$100,000 to $149,999","House, apartment, flat",1,1,27431867,26,Female,White only,Never married,"Native, born in United States",Excellent,67,170,26.6,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,3,80,0,0,124,0,471,0,0,215,50,10,10,0,477
,2022,20221009220827,6361,Midwest,Iowa,"$75,000 to $99,999","House, apartment, flat",1,1,2855038,67,Female,White only,Divorced,"Native, born in United States",Excellent,59,139,28.1,Associate degree - occupational vocational,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,120,165,0,0,135,0,540,0,0,430,0,45,5,0,0
,2022,20221009220836,6362,Northeast,Massachusetts,"$25,000 to $29,999","House, apartment, flat",1,1,3206310,76,Female,White only,Widowed,"Native, born in United States",Very good,61,165,31.2,Some college but no degree,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,15,32,0,0,105,0,660,0,90,298,0,15,35,30,0
,2022,20221009220838,6363,South,Florida,"$20,000 to $24,999","House, apartment, flat",1,1,8078107,67,Female,White only,Divorced,"Native, born in United States",Poor,64,105,18,Associate degree - academic program,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,Has difficulty remembering,0,0,0,90,0,0,2,0,778,0,0,570,0,0,0,0,0
,2022,20221009220842,6364,South,Florida,"$50,000 to $59,999","House, apartment, flat",1,1,6772467,33,Male,White only,Never married,"Native, born in United States",Excellent,74,205,26.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,0,0,0,2,0,358,0,0,430,240,0,410,0,0
,2022,20221009220853,6365,Midwest,Ohio,"$150,000 and over","House, apartment, flat",1,1,3487807,71,Female,White only,Married - spouse present,"Native, born abroad of American parent or parents",Good,63,122,21.6,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,90,0,0,200,0,605,0,0,305,45,0,75,120,0
,2022,20221009220856,6366,Midwest,Minnesota,"$100,000 to $149,999","House, apartment, flat",1,1,23456986,25,Female,White only,Married - spouse present,"Native, born in United States",Very good,70,175,25.1,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,105,0,0,0,0,520,0,0,230,0,0,90,0,495
,2022,20221009220876,6367,South,Texas,"$12,500 to $14,999","House, apartment, flat",1,1,8313803,77,Female,White only,Widowed,"Foreign born, U.S. citizen by naturalization",Fair,62,125,22.9,9th grade,Ninth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,120,0,0,480,0,510,0,0,330,0,0,0,0,0
,2022,20221009220879,6368,Midwest,Minnesota,"$25,000 to $29,999","House, apartment, flat",1,1,6682736,37,Female,White only,Never married,"Native, born in United States",NIU (Not in universe),NIU (Not in universe),9999,999,Associate degree - occupational vocational,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,20,0,0,30,0,540,0,0,370,0,0,480,0,0
,2022,20221009220880,6369,South,Maryland,"$75,000 to $99,999","House, apartment, flat",1,1,9816859,58,Male,White only,Divorced,"Native, born in United States",Very good,68,203,30.9,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,35,0,0,220,0,650,0,0,180,300,15,40,0,0
,2022,20221009220883,6370,South,North Carolina,"$150,000 and over","House, apartment, flat",1,1,32373648,32,Female,White only,Married - spouse absent,"Native, born in United States",Very good,65,125,20.8,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,20,0,0,110,0,570,0,0,135,30,0,50,0,435
,2022,20221009220887,6371,South,Florida,"$7,500 to $9,999","House, apartment, flat",1,1,3414023,78,Male,White only,Widowed,"Native, born in United States",Very good,71,145,20.2,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,150,0,0,450,0,490,0,0,310,0,0,40,0,0
,2022,20221009220889,6372,South,Virginia,"$150,000 and over","House, apartment, flat",1,1,6628310,70,Female,White only,Married - spouse present,"Native, born in United States",Very good,65,235,39.1,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,8,35,0,0,80,0,640,120,0,345,0,0,192,20,0
,2022,20221009220893,6373,South,Tennessee,"$20,000 to $24,999","House, apartment, flat",1,1,4108891,54,Female,Black only,Divorced,"Native, born in United States",Fair,59,144,29.1,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,Has mobility limitation,Has physical difficulty,Has difficulty remembering,0,0,10,60,0,0,120,0,930,0,0,270,0,0,50,0,0
,2022,20221009220903,6374,West,California,"$20,000 to $24,999","House, apartment, flat",1,1,6033773,64,Female,White only,Married - spouse absent,"Foreign born, U.S. citizen by naturalization",Good,63,140,24.8,Associate degree - occupational vocational,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,57,0,0,59,0,603,0,0,139,0,0,106,0,476
