country,year,region,startdate,startfrac,enddate,endfrac,protesterviolence,location,participants,participantsizeindicator,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7
Bahrain,2014,MENA,2/15/2014,2014.12,2/15/2014,2014.12,0,Manama,10000s,5,pro democracy supporters,"political behavior, process",,,,ignore,,,,,,
Bahrain,2014,MENA,2/24/2014,2014.15,2/24/2014,2014.15,0,Busaiteen,50,0,residents,"political behavior, process",land farm issue,,,accomodation,,,,,,
Bahrain,2014,MENA,2/28/2014,2014.16,2/28/2014,2014.16,0,Daih,>50,0,rioters,"political behavior, process",police brutality,,,crowd dispersal,,,,,,
Bahrain,2014,MENA,3/3/2014,2014.17,3/3/2014,2014.17,1,Daih,>50,0,protesters,"political behavior, process",,,,crowd dispersal,,,,,,
Bahrain,2014,MENA,8/29/2014,2014.66,8/29/2014,2014.66,0,Manama,50,0,al wefaq national islamic society,"political behavior, process",,,,ignore,,,,,,
Bahrain,2015,MENA,1/9/2015,2015.02,1/9/2015,2015.02,1,Sitra,200,1,protesters,"political behavior, process",,,,crowd dispersal,shootings,,,,,
Bahrain,2015,MENA,2/14/2015,2015.12,2/15/2015,2015.12,1,Manama,>50,0,"protesters, youth","political behavior, process",,,,crowd dispersal,shootings,,,,,
Bahrain,2016,MENA,6/20/2016,2016.47,6/20/2016,2016.47,0,Manama,>50,0,shiites,"political behavior, process",,,,ignore,,,,,,
Bahrain,2017,MENA,1/14/2017,2017.04,1/15/2017,2017.04,0,Manama,>50,0,shiites,police brutality,"political behavior, process",,,ignore,,,,,,
Bahrain,2017,MENA,2/14/2017,2017.12,2/14/2017,2017.12,1,Manama; national,100,1,anti government,"political behavior, process",,,,crowd dispersal,,,,,,
Qatar,2001,MENA,11/8/2001,2001.87,11/13/2001,2001.87,0,Doha,100,1,antiglobalist activists,"political behavior, process",,,,ignore,,,,,,
United Arab Emirate,2005,MENA,9/19/2005,2005.72,9/19/2005,2005.72,0,Dubai,800,1,foreign laborers,labor wage dispute,,,,accomodation,,,,,,
United Arab Emirate,2006,MENA,3/21/2006,2006.22,3/21/2006,2006.22,1,Dubai,100,1,foreign laborers,labor wage dispute,,,,ignore,,,,,,
United Arab Emirate,2007,MENA,10/26/2007,2007.82,10/26/2007,2007.82,1,Dubai,4000,3,foreign laborers,"price increases, tax policy",,,,arrests,,,,,,
Oman,2011,MENA,2/18/2011,2011.13,2/18/2011,2011.13,0,Ruwi,300,1,,"political behavior, process","price increases, tax policy",labor wage dispute,,accomodation,,,,,,
Oman,2011,MENA,2/27/2011,2011.16,3/2/2011,2011.16,1,"Sohar, Sur, Salalah, Muscat",1000s,3,,"political behavior, process",labor wage dispute,,,crowd dispersal,shootings,killings,accomodation,,,
Oman,2011,MENA,3/1/2011,2011.16,3/1/2011,2011.16,1,Yanqul,100,1,,"price increases, tax policy",labor wage dispute,,,accomodation,,,,,,
Oman,2011,MENA,3/8/2011,2011.18,3/9/2011,2011.18,0,Muscat,150,1,,"political behavior, process",removal of politician,,,ignore,,,,,,
Oman,2011,MENA,3/10/2011,2011.19,3/13/2011,2011.19,1,Ibri,100s,1,,"political behavior, process",labor wage dispute,"price increases, tax policy",,crowd dispersal,,,,,,
Oman,2011,MENA,3/16/2011,2011.2,3/16/2011,2011.2,0,Rusayl Industrial Estate,100s,1,,labor wage dispute,,,,ignore,,,,,,
Oman,2011,MENA,3/22/2011,2011.22,3/22/2011,2011.22,0,Al Khuwair government offices district,100,1,,labor wage dispute,"political behavior, process",removal of politician,,ignore,,,,,,
Oman,2011,MENA,4/2/2011,2011.25,4/2/2011,2011.25,0,Mscat,150,1,,police brutality,"political behavior, process",labor wage dispute,,ignore,,,,,,
Oman,2011,MENA,4/15/2011,2011.28,4/15/2011,2011.28,0,Salalah,100s,1,,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Oman,2011,MENA,4/22/2011,2011.3,4/22/2011,2011.3,0,Salalah,100s,1,,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Oman,2011,MENA,4/22/2011,2011.3,4/22/2011,2011.3,0,Salalah,3000,3,,labor wage dispute,"political behavior, process",,,ignore,,,,,,
Oman,2011,MENA,4/29/2011,2011.32,4/29/2011,2011.32,0,Salalah,100s,1,,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Oman,2011,MENA,5/6/2011,2011.34,5/6/2011,2011.34,0,Salalah,100s,1,,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Oman,2011,MENA,7/1/2011,2011.5,7/1/2011,2011.5,0,Sohar,300,1,,"political behavior, process",,,,crowd dispersal,,,,,,
Oman,2011,MENA,7/8/2011,2011.52,7/8/2011,2011.52,0,Sohar,150,1,,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Oman,2011,MENA,7/28/2011,2011.57,7/28/2011,2011.57,0,Sohar,1000,2,,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Oman,2011,MENA,7/29/2011,2011.57,7/29/2011,2011.57,0,Salalah,200,1,,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Oman,2011,MENA,9/5/2011,2011.68,9/5/2011,2011.68,0,Muscat,100s,1,,"political behavior, process",labor wage dispute,,,ignore,,,,,,
Oman,2011,MENA,9/5/2011,2011.68,9/5/2011,2011.68,0,Saham,100s,1,,"political behavior, process",,,,ignore,,,,,,
Oman,2011,MENA,9/5/2011,2011.68,9/5/2011,2011.68,0,Shomoukh,300,1,,labor wage dispute,,,,ignore,,,,,,
Oman,2011,MENA,9/5/2011,2011.68,9/5/2011,2011.68,0,Suwaiq,100s,1,,"political behavior, process",,,,ignore,,,,,,
Oman,2012,MENA,1/14/2012,2012.04,1/14/2012,2012.04,0,Khasab,400,1,,"political behavior, process",,,,accomodation,,,,,,
Oman,2012,MENA,11/6/2012,2012.85,11/6/2012,2012.85,0,Liwa,200,1,,"political behavior, process",removal of politician,,,ignore,,,,,,
Oman,2013,MENA,6/24/2013,2013.48,6/24/2013,2013.48,0,"Sohar, Muscat",100s,1,,labor wage dispute,,,,ignore,,,,,,
Oman,2013,MENA,8/22/2013,2013.64,8/22/2013,2013.64,0,Liwa,100s,1,,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Oman,2018,MENA,1/1/2018,2018.04,1/15/2018,2018.04,0,Muscat,hundreds,1,protesters,"price increases, tax policy",labor wage dispute,,,ignore,,,,,,
Afghanistan,1991,Asia,5/28/1991,1991.4,5/28/1991,1991.4,0,Herat,2000,3,,police brutality,,,,arrests,,,,,,
Afghanistan,1997,Asia,12/23/1997,1997.98,12/23/1997,1997.98,0,Khandahar,2000,3,taliban supporters,police brutality,,,,ignore,,,,,,
Afghanistan,1998,Asia,3/2/1998,1998.16,3/2/1998,1998.16,0,Bamyan,2000,3,,social restrictions,,,,ignore,,,,,,
Afghanistan,2002,Asia,11/11/2002,2002.86,11/12/2002,2002.86,1,Kabul,200,1,students,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Afghanistan,2005,Asia,5/5/2005,2005.34,5/5/2005,2005.34,0,Kabul,200,1,womens groups,social restrictions,,,,ignore,,,,,,
Afghanistan,2005,Asia,10/31/2005,2005.83,10/31/2005,2005.83,0,Kabul,200,1,national islamic front of afghanistan candidates and supporters,social restrictions,,,,ignore,,,,,,
Afghanistan,2011,Asia,1/25/2011,2011.07,1/26/2011,2011.07,0,Presidential palace in Kabul,100,1,,"political behavior, process",,,,accomodation,,,,,,
Afghanistan,2011,Asia,5/5/2011,2011.34,5/5/2011,2011.34,0,Kabul,10000,4,,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2011,Asia,5/19/2011,2011.38,5/19/2011,2011.38,1,Taliqan,100s,1,protesters,police brutality,,,,crowd dispersal,,,,,,
Afghanistan,2011,Asia,11/19/2011,2011.88,11/19/2011,2011.88,0,Eastern Afghanistan,100s,1,,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2012,Asia,2/5/2012,2012.1,2/5/2012,2012.1,1,Sari Pul Province,1500,2,,removal of politician,,,,shootings,,,,,,
Afghanistan,2013,Asia,5/8/2013,2013.35,5/8/2013,2013.35,0,Maiwand,100s,1,,police brutality,,,,shootings,killings,,,,,
Afghanistan,2014,Asia,6/19/2014,2014.46,6/19/2014,2014.46,0,Kabul,300,1,university students,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2014,Asia,6/20/2014,2014.47,6/20/2014,2014.47,0,Kabul,100s,1,protesters,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2014,Asia,6/21/2014,2014.47,6/21/2014,2014.47,0,Kabul,1000s,3,"protesters, supporters of abdullah abdullah","political behavior, process",,,,ignore,,,,,,
Afghanistan,2014,Asia,6/27/2014,2014.48,6/27/2014,2014.48,0,Kabul,15000,5,"supporters of the presidential candidate abdullah abdullah, tajiks and hazaras","political behavior, process",,,,ignore,,,,,,
Afghanistan,2014,Asia,7/7/2014,2014.51,7/7/2014,2014.51,0,Kabul,>50,0,supporters of the presidential candidate abdullah abdullah,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2014,Asia,7/9/2014,2014.52,7/9/2014,2014.52,0,Kabul,100s,1,supporters of the presidential candidate abdullah abdullah,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2015,Asia,3/23/2015,2015.22,3/23/2015,2015.22,0,Kabul,100s,1,protesters,"political behavior, process",police brutality,,,accomodation,,,,,,
Afghanistan,2015,Asia,3/24/2015,2015.22,3/24/2015,2015.22,0,Kabul,1000s,3,"protesters, women","political behavior, process",police brutality,,,accomodation,crowd dispersal,,,,,
Afghanistan,2015,Asia,4/2/2015,2015.25,4/2/2015,2015.25,0,Khost,>55,0,protesters,"political behavior, process",removal of politician,,,ignore,,,,,,
Afghanistan,2015,Asia,11/10/2015,2015.86,11/10/2015,2015.86,0,Ghazni,1000s,3,protesters,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2015,Asia,11/11/2015,2015.86,11/11/2015,2015.86,1,Kabul,>10000,5,"protesters, youth, laborers, university students, pensioners, hazaras","political behavior, process",removal of politician,,,shootings,,,,,,
Afghanistan,2016,Asia,3/22/2016,2016.22,3/22/2016,2016.22,0,Mazar i Sharif,hundreds,1,protesters,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2016,Asia,5/16/2016,2016.37,5/16/2016,2016.37,1,Kabul,tens of thousands,5,ethnic hazaras,land farm issue,"political behavior, process",,,crowd dispersal,,,,,,
Afghanistan,2016,Asia,7/23/2016,2016.56,7/23/2016,2016.56,0,Kabul,thousands,4,ethnic hazaras,land farm issue,"political behavior, process",,,ignore,,,,,,
Afghanistan,2016,Asia,9/22/2016,2016.72,9/22/2016,2016.72,0,Kabul,50,0,residents,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2017,Asia,4/26/2017,2017.32,4/26/2017,2017.32,0,Jowzjan Province,2000,3,protesters,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2017,Asia,6/2/2017,2017.42,6/5/2017,2017.42,1,Kabul,thousands,4,uprising for change,removal of politician,"political behavior, process",,,crowd dispersal,shootings,,,,,
Afghanistan,2017,Asia,7/3/2017,2017.5,7/3/2017,2017.5,0,Kabul,hundreds,1,uprising for change,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2018,Asia,3/9/2018,2018.18,3/9/2018,2018.18,0,Kabul,hundreds,1,hazaras,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2018,Asia,3/17/2018,2018.21,3/17/2018,2018.21,0,Chaparhar,50,0,human rights activists,police brutality,,,,ignore,,,,,,
Afghanistan,2018,Asia,6/10/2018,2018.44,6/10/2018,2018.44,0,Kabul,65,0,residents,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2018,Asia,7/4/2018,2018.5,7/4/2018,2018.5,1,Maimana,5000,4,protesters,police brutality,,,,shootings,killings,,,,,
Afghanistan,2018,Asia,9/11/2018,2018.69,9/11/2018,2018.69,0,Nangarhar Province,hundreds,1,protesters,police brutality,,,,ignore,,,,,,
Afghanistan,2018,Asia,9/15/2018,2018.7,9/15/2018,2018.7,0,Balkh Province; Kandahar; Herat,hundreds,1,protesters,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2018,Asia,11/12/2018,2018.86,11/12/2018,2018.86,0,Kabul,50,0,hazaras,"political behavior, process",,,,ignore,,,,,,
Afghanistan,2018,Asia,11/25/2018,2018.9,11/25/2018,2018.9,1,Kabul,hundreds,1,hazaras,police brutality,,,,crowd dispersal,,,,,,
Afghanistan,2019,Asia,9/3/2019,2019.67,9/3/2019,2019.67,0,Kabul,hundreds,1,protesters,"political behavior, process",,,,ignore,,,,,,
Turkmenistan,1995,Asia,7/12/1995,1995.53,7/12/1995,1995.53,0,Ashkhabad,1000,2,russian speaking population,"political behavior, process",,,,ignore,,,,,,
Turkmenistan,2008,Asia,2/17/2008,2008.14,2/20/2008,2008.14,0,Asgabat,300,1,iranian truck drivers,police brutality,,,,ignore,,,,,,
Turkmenistan,2011,Asia,6/8/2011,2011.43,6/8/2011,2011.43,0,Asgabat,50,0,unspecified,land farm issue,,,,crowd dispersal,,,,,,
Turkmenistan,2014,Asia,6/20/2014,2014.47,6/20/2014,2014.47,1,Ashgabat,>50,0,building inhabitants,"political behavior, process",,,,crowd dispersal,accomodation,,,,,
Tajikistan,1990,Asia,2/11/1990,1990.12,2/13/1990,1990.12,1,Dushanbe,1000,2,native tajiks,"political behavior, process",,,,crowd dispersal,,,,,,
Tajikistan,1990,Asia,2/17/1990,1990.13,2/17/1990,1990.13,0,Dushanbe,10000,4,"economic discontents, young people","price increases, tax policy",,,,ignore,,,,,,
Tajikistan,1991,Asia,9/24/1991,1991.76,10/6/1991,1991.76,0,Dushanbe,1000,2,democratic & islamic parties,"political behavior, process",,,,accomodation,,,,,,
Tajikistan,1992,Asia,4/29/1992,1992.34,5/5/1992,1992.34,0,Dushanbe,1000,2,democratic & islamic parties,"political behavior, process",,,,ignore,,,,,,
Tajikistan,1992,Asia,5/6/1992,1992.35,5/7/1992,1992.35,1,Dushanbe,1000,2,democratic & islamic parties,"political behavior, process",,,,accomodation,,,,,,
Tajikistan,1992,Asia,5/10/1992,1992.36,5/10/1992,1992.36,0,Dushanbe,1000,2,democratic & islamic parties,"political behavior, process",,,,killings,,,,,,
Tajikistan,1995,Asia,8/6/1995,1995.6,8/9/1995,1995.6,0,Vakhsh,150,1,military families,"price increases, tax policy",,,,ignore,,,,,,
Tajikistan,1996,Asia,1/31/1996,1996.08,1/31/1996,1996.08,0,Kabodiyon,1000,2,anti government,"political behavior, process",,,,ignore,,,,,,
Tajikistan,1996,Asia,4/9/1996,1996.27,4/9/1996,1996.27,0,Tursunzoda,60,0,economic discontents,"price increases, tax policy",,,,accomodation,,,,,,
Tajikistan,1996,Asia,5/12/1996,1996.37,5/16/1996,1996.37,0,Khojand,4000,3,local discontents,"price increases, tax policy",,,,accomodation,,,,,,
Tajikistan,1996,Asia,5/14/1996,1996.37,5/15/1996,1996.37,1,Ura Tjube,1000,2,youths,"political behavior, process",,,,ignore,accomodation,,,,,
Tajikistan,1996,Asia,5/16/1996,1996.37,5/16/1996,1996.37,0,"Shakhristan, Isfara",1000,2,khojand sympathizers,"political behavior, process",,,,ignore,accomodation,,,,,
Tajikistan,1996,Asia,5/18/1996,1996.38,5/18/1996,1996.38,0,Tursunzoda,1000,2,locals,removal of politician,,,,ignore,,,,,,
Tajikistan,1996,Asia,8/1/1996,1996.58,8/1/1996,1996.58,0,Zafarabad,200,1,anti conflict,"political behavior, process",,,,ignore,,,,,,
Tajikistan,1996,Asia,8/15/1996,1996.62,8/15/1996,1996.62,0,Gissar District,100,1,police reform,police brutality,,,,accomodation,,,,,,
Tajikistan,1997,Asia,1/16/1997,1997.05,1/18/1997,1997.05,0,Khojand,1000,2,secular opposition,"political behavior, process",,,,ignore,,,,,,
Tajikistan,1997,Asia,2/26/1997,1997.18,3/6/1997,1997.18,0,Kurgan Tyube,3000,3,locals,"political behavior, process",,,,ignore,,,,,,
Tajikistan,2008,Asia,2/5/2008,2008.1,2/5/2008,2008.1,0,Khorugh,200,1,businesswomen,"price increases, tax policy",,,,ignore,,,,,,
Tajikistan,2008,Asia,2/17/2008,2008.13,2/17/2008,2008.13,0,Khorugh,300,1,police reform,police brutality,,,,ignore,,,,,,
Tajikistan,2008,Asia,6/13/2008,2008.45,6/13/2008,2008.45,0,Dushanbe,150,1,traders,"price increases, tax policy",,,,accomodation,,,,,,
Tajikistan,2008,Asia,6/18/2008,2008.46,6/18/2008,2008.46,0,Khorugh,300,1,locals,"political behavior, process",,,,ignore,,,,,,
Tajikistan,2010,Asia,11/20/2010,2010.88,11/20/2010,2010.88,0,Varzob district,50,0,locals,"price increases, tax policy",,,,ignore,,,,,,
Tajikistan,2010,Asia,11/23/2010,2010.89,11/23/2010,2010.89,0,Varzob district,100,1,locals,"price increases, tax policy",,,,ignore,,,,,,
Tajikistan,2011,Asia,6/15/2011,2011.45,6/15/2011,2011.45,0,"Khorugh, Mountainous Badakhshon Autonomous Region",250,1,unspecified,"political behavior, process",,,,ignore,,,,,,
Tajikistan,2012,Asia,7/23/2012,2012.56,7/23/2012,2012.56,0,"Khorugh, Mountainous Badakhshon Autonomous Region",100s,1,opposition activists,"political behavior, process",,,,arrests,beatings,killings,,,,
Tajikistan,2012,Asia,8/11/2012,2012.61,8/11/2012,2012.61,0,"Khorugh, Mountainous Badakhshon Autonomous Region",100s,1,local residents,police brutality,"political behavior, process",,,accomodation,,,,,,
Tajikistan,2012,Asia,8/22/2012,2012.64,8/24/2012,2012.64,1,"Khorugh, Mountainous Badakhshon Autonomous Region",3000,3,residents of khorugh,police brutality,"political behavior, process",,,shootings,accomodation,,,,,
Tajikistan,2012,Asia,9/6/2012,2012.68,9/6/2012,2012.68,0,Dushanbe,10s,0,shopkeepers from korvon market,"political behavior, process",,,,accomodation,,,,,,
Tajikistan,2013,Asia,2/4/2013,2013.09,2/4/2013,2013.09,0,"Bobojon Ghafurov District, Sughd Region  northern Tajikistan",100s,1,traders of the somon market,"price increases, tax policy",,,,ignore,,,,,,
Tajikistan,2013,Asia,2/13/2013,2013.12,2/13/2013,2013.12,0,"Vose District, Khatlon Region",100,1,market traders,"price increases, tax policy",,,,ignore,,,,,,
Tajikistan,2013,Asia,8/27/2013,2013.65,8/27/2013,2013.65,0,Dushanbe,50,0,new tajikistan party,"political behavior, process",,,,ignore,,,,,,
Tajikistan,2014,Asia,5/21/2014,2014.38,5/21/2014,2014.38,1,Khorog,>50,0,protesters,police brutality,,,,crowd dispersal,shootings,,,,,
Kyrgyzstan,1990,Asia,6/7/1990,1990.43,6/7/1990,1990.43,0,Frunze,1000,2,young kirghiz,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,1992,Asia,9/16/1992,1992.71,9/16/1992,1992.71,1,Naryn province,50,0,locals,"price increases, tax policy",,,,ignore,,,,,,
Kyrgyzstan,1994,Asia,7/5/1994,1994.51,7/5/1994,1994.51,0,Bishkek,100,1,shanty town residents,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,1998,Asia,7/7/1998,1998.51,7/7/1998,1998.51,0,Bishkek,100,1,domestic ngo members,labor wage dispute,,,,ignore,,,,,,
Kyrgyzstan,1998,Asia,9/25/1998,1998.73,9/25/1998,1998.73,0,Dzhalal Abad,200,1,political opposition,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2000,Asia,3/13/2000,2000.2,3/14/2000,2000.2,0,Bishkek,1000,2,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2000,Asia,3/15/2000,2000.2,3/15/2000,2000.2,1,Bishkek,100,1,opposition supporters,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2000,Asia,3/23/2000,2000.22,3/23/2000,2000.22,0,Bishkek,300,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2000,Asia,4/18/2000,2000.3,4/18/2000,2000.3,0,Bishkek,200,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2000,Asia,10/29/2000,2000.83,10/31/2000,2000.83,0,Dzhalal Abad,400,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2001,Asia,6/28/2001,2001.49,6/28/2001,2001.49,0,Bishkek,100,1,kirghiz,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2001,Asia,10/25/2001,2001.81,10/25/2001,2001.81,0,Osh region,150,1,cotton farmers,land farm issue,,,,crowd dispersal,,,,,,
Kyrgyzstan,2002,Asia,3/17/2002,2002.21,3/18/2002,2002.21,1,Kashkasy,1500,2,detained mp s supporters,"political behavior, process",,,,shootings,accomodation,,,,,
Kyrgyzstan,2002,Asia,3/25/2002,2002.23,3/25/2002,2002.23,0,Kashkasy,800,1,locals,removal of politician,,,,ignore,,,,,,
Kyrgyzstan,2002,Asia,3/28/2002,2002.24,3/28/2002,2002.24,0,Baytik,100,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2002,Asia,4/13/2002,2002.28,4/13/2002,2002.28,0,Baytik,150,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2002,Asia,5/12/2002,2002.38,5/21/2002,2002.38,0,Tash Kumir,2500,3,detained mp s supporters,"political behavior, process",,,,ignore,accomodation,,,,,
Kyrgyzstan,2002,Asia,5/16/2002,2002.37,5/16/2002,2002.37,0,Bishkek,50,0,kirghiz,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2002,Asia,6/8/2002,2002.43,6/8/2002,2002.43,0,Tash Kumir,800,1,locals,police brutality,,,,ignore,,,,,,
Kyrgyzstan,2002,Asia,6/8/2002,2002.44,6/10/2002,2002.44,0,along Bishkek Osh highway,80,0,detained mp s supporters,"political behavior, process",,,,arrests,accomodation,,,,,
Kyrgyzstan,2002,Asia,6/12/2002,2002.48,6/24/2002,2002.48,0,"Dzhala Abad region, south",3000,3,detained mp s supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2002,Asia,6/27/2002,2002.48,6/27/2002,2002.48,0,Dzhala Abad region,1500,2,police officers,labor wage dispute,,,,accomodation,,,,,,
Kyrgyzstan,2002,Asia,7/4/2002,2002.5,7/4/2002,2002.5,0,Dzhala Abad region,50,0,opposition supporters,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2002,Asia,10/30/2002,2002.83,10/30/2002,2002.83,0,Uzgen,500,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2002,Asia,11/14/2002,2002.87,11/14/2002,2002.87,0,Bishkek,500,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2002,Asia,11/16/2002,2002.87,11/16/2002,2002.87,0,Bishkek,100,1,opposition supporters,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2004,Asia,3/29/2004,2004.24,3/29/2004,2004.24,0,Naryn,100,1,taxi drivers,"price increases, tax policy",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,2/12/2005,2005.12,2/13/2005,2005.12,0,Talas region,2000,3,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,2/15/2005,2005.13,2/16/2005,2005.13,0,Andijon,50,0,"women, farmers","political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,2/22/2005,2005.14,2/22/2005,2005.14,0,Naryn region,5000,4,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,3/1/2005,2005.16,3/1/2005,2005.16,0,Kara Su,600,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,3/4/2005,2005.17,3/5/2005,2005.17,1,Dzhalal Abad region,1500,2,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,3/6/2005,2005.18,3/6/2005,2005.18,0,Naryn region,500,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,3/14/2005,2005.2,3/14/2005,2005.2,1,Uzgen,10000,4,opposition supporters,"political behavior, process",,,,accomodation,,,,,,
Kyrgyzstan,2005,Asia,3/15/2005,2005.2,3/15/2005,2005.2,1,"Dzhalal Abad, Talas",1000,2,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,3/20/2005,2005.22,3/22/2005,2005.22,1,Dzhalal Abad,10000,4,opposition supporters,"political behavior, process",,,,shootings,,,,,,
Kyrgyzstan,2005,Asia,3/23/2005,2005.22,3/23/2005,2005.22,0,Bishkek,100,1,opposition supporters,"political behavior, process",,,,beatings,,,,,,
Kyrgyzstan,2005,Asia,3/24/2005,2005.22,3/24/2005,2005.22,1,Bishkek,1000,2,opposition supporters,"political behavior, process",,,,accomodation,,,,,,
Kyrgyzstan,2005,Asia,3/26/2005,2005.23,3/26/2005,2005.23,0,north  president s home region,3000,3,supporters of ousted president,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2005,Asia,6/17/2005,2005.46,6/17/2005,2005.46,1,Bishkek,2500,3,supporters of barred candidate,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2006,Asia,4/29/2006,2006.32,4/29/2006,2006.32,0,Bishkek,1000,2,pro reform,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2006,Asia,5/27/2006,2006.4,5/27/2006,2006.4,0,Bishkek,5000,4,pro reform,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2006,Asia,8/11/2006,2006.61,8/11/2006,2006.61,0,Osh,1000,2,muslims,police brutality,,,,ignore,,,,,,
Kyrgyzstan,2006,Asia,11/2/2006,2006.85,11/9/2006,2006.85,0,Bishkek,1000,2,pro reform,"political behavior, process",,,,crowd dispersal,accomodation,,,,,
Kyrgyzstan,2007,Asia,4/12/2007,2007.3,4/19/2007,2007.3,0,Bishkek,8000,4,pro reform,"political behavior, process",,,,accomodation,,,,,,
Kyrgyzstan,2007,Asia,4/18/2007,2007.29,4/18/2007,2007.29,0,Northeast,500,1,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2008,Asia,3/15/2008,2008.2,3/15/2008,2008.2,0,Naryn,100,1,opposition party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2008,Asia,4/10/2008,2008.27,4/10/2008,2008.27,0,Bishkek,50,0,opposition supporters,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2008,Asia,4/26/2008,2008.32,4/26/2008,2008.32,0,"Tyup, Naryn",300,1,opposition supporters,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2009,Asia,3/27/2009,2009.23,3/27/2009,2009.23,0,Bishkek,1000,2,opposition supporters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2009,Asia,7/23/2009,2009.56,7/23/2009,2009.56,0,Balykchi,1000,2,opposition supporters,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2009,Asia,7/29/2009,2009.57,7/29/2009,2009.57,0,Bishkek,100,1,opposition supporters,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2010,Asia,4/6/2010,2010.26,4/7/2010,2010.26,1,"Bishkek, Naryn, Talas",1000,2,"opposition supporters, economic discontents","price increases, tax policy",,,,killings,accomodation,,,,,
Kyrgyzstan,2010,Asia,5/13/2010,2010.36,5/14/2010,2010.36,1,"Osh, Dzhalal Abad, Batken",100,1,supporters of ousted president,"political behavior, process",,,,shootings,,,,,,
Kyrgyzstan,2011,Asia,1/11/2011,2011.03,1/11/2011,2011.03,0,Bishkek,10s,0,members of patriotic movements,"political behavior, process",,,,ignore,,,,,,
